District,Year,Season,Area,Production,Yield,T2M,T2M_MAX,T2M_MIN,RH2M,Rainfall,Solar_Radiation,N,P,K,pH
Ramanathapuram,2012,Kharif,116505,68559,0.59,30.13090164,34.64786885,26.46565574,63.15508197,120.98,2587.11,128,37.5,817.89,8.199
Ramanathapuram,2013,Kharif,114981,33928,0.3,29.68336066,34.16155738,26.17385246,64.32434426,140.49,2423.81,128,37.5,817.89,8.199
Ramanathapuram,2014,Kharif,116867,423162,3.62,29.84262295,34.29270492,26.36016393,66.1854918,179.42,2612.05,128,37.5,817.89,8.199
Ramanathapuram,2015,Kharif,116582,303463,2.6,29.47663934,33.65901639,26.12254098,70.21327869,231,2607.26,128,37.5,817.89,8.199
Ramanathapuram,2016,Kharif,121849,244,0,30.09811475,34.69327869,26.33459016,63.74098361,122.74,2567.08,128,37.5,817.89,8.199
Ramanathapuram,2017,Winter,126643,35967,0.28,26.08822222,30.58444444,22.48566667,72.286,123.41,1714.17,115,26.29,1130,7.88
Ramanathapuram,2018,Winter,125617,55397,0.44,26.26022222,30.71277778,22.781,73.40366667,43.36,1698.43,115,26.29,1130,7.88
Ramanathapuram,2019,Winter,127288,321481,2.53,26.49177778,30.71,23.19577778,75.28077778,132.62,1615.59,115,26.29,1130,7.88
Ramanathapuram,2020,Winter,133847,349191,2.61,26.11263736,29.7278022,23.2032967,78.68241758,285.78,1656.46,154,12.54,567,7.11
Ramanathapuram,2021,Winter,136340,316868,2.32,25.23288889,28.36022222,22.68211111,83.959,371.06,1666.67,154,12.54,567,7.11
Ramanathapuram,2022,Winter,134571,117722,0.87,25.97455556,29.49977778,23.20233333,80.05644444,325.97,1624.54,154,12.54,567,7.11
Ranipet,2020,Autumn,6809,32147,4.72,25.15655738,29.31803279,21.77229508,85.19229508,468.24,959.35,126,16.9,125,7.65
Ranipet,2020,Summer,21004,96390,4.59,30.37326087,38.50652174,23.98054348,58.34206522,104.02,2132.09,126,16.9,125,7.65
Ranipet,2020,Winter,9659,39138,4.05,23.56208791,29.86967033,18.8656044,78.03912088,168.11,1600.97,126,16.9,125,7.65
Ranipet,2021,Autumn,11003,50092,4.55,25.19918033,28.48163934,22.70770492,89.05229508,715.18,789.98,126,16.9,125,7.65
Ranipet,2021,Summer,18951,78052,4.12,29.41923913,37.09967391,23.39826087,61.6223913,103.32,2133.4,126,16.9,125,7.65
Ranipet,2021,Winter,14511,46729,3.22,22.53544444,28.11988889,18.23777778,83.04266667,169.75,1558.34,126,16.9,125,7.65
Ranipet,2022,Autumn,12074,52458,4.34,24.5195082,28.78770492,21.3157377,85.37262295,372.3,889.97,126,16.9,125,7.65
Ranipet,2022,Summer,16846,70889,4.21,29.67728261,37.21826087,23.77978261,61.11152174,115.1,1991.48,126,16.9,125,7.65
Ranipet,2022,Winter,14683,55892,3.81,23.02955556,28.58788889,18.80544444,83.40588889,188.93,1516.17,126,16.9,125,7.65
Salem,2010,Kharif,33296,147778,4.44,26.92418033,32.64311475,22.52122951,72.79409836,404.47,2257.51,185.45,26.244,309.433,7.22
Salem,2011,Kharif,27745,125327,4.52,27.66762295,34.08491803,22.65942623,65.93614754,311.77,2408.76,185.45,26.244,309.433,7.22
Salem,2012,Kharif,12929,52953,4.1,27.85934426,34.12008197,22.88385246,65.76122951,332.06,2460.86,185.45,26.244,309.433,7.22
Salem,2013,Kharif,20148,97052,4.82,27.18385246,33.02565574,22.64147541,68.99622951,374.85,2275.11,185.45,26.244,309.433,7.22
Salem,2014,Kharif,19343,102748,5.31,28.16614754,34.40065574,23.31565574,65.76213115,266.59,2402.17,185.45,26.244,309.433,7.22
Salem,2015,Kharif,24714,122541,4.96,28.3245082,34.60032787,23.25295082,65.61188525,249.69,2534.71,185.45,26.244,309.433,7.22
Salem,2016,Kharif,5024,18415,3.67,28.2597541,34.6002459,23.13639344,64.0454918,191.37,2398.02,185.45,26.244,309.433,7.22
Salem,2017,Autumn,363,1399,3.85,25.18,29.75459016,21.53344262,82.44918033,200.34,942.23,161,16,403,8
Salem,2017,Summer,4220,18268,4.33,30.27413043,37.37608696,24.16304348,55.48554348,181.82,2007.42,161,16,403,8
Salem,2017,Winter,14100,75068,5.32,24.42777778,32.63166667,17.79355556,63.36033333,54.59,1676.94,161,16,403,8
Salem,2018,Autumn,412,1765,4.28,25.62737705,31.83262295,20.83213115,74.90459016,172.63,982.45,161,16,403,8
Salem,2018,Summer,502,2102,4.19,29.63271739,36.58684783,23.56293478,57.31097826,174.04,2014.84,161,16,403,8
Salem,2018,Winter,8839,33504,3.79,24.63922222,32.77377778,18.20222222,65.51588889,28.33,1694.66,161,16,403,8
Salem,2019,Autumn,295,1211,4.11,25.05360656,29.26901639,21.70688525,85.43065574,264.95,1017.47,161,16,403,8
Salem,2019,Summer,4154,17484,4.21,31.39217391,39.02619565,24.70619565,49.01521739,106.29,2162.37,161,16,403,8
Salem,2019,Winter,15141,65898,4.35,25.17888889,33.02788889,18.85777778,65.72155556,48.63,1636.03,161,16,403,8
Salem,2020,Autumn,398,1736,4.36,25.08360656,29.95229508,21.17344262,81.61557377,245.53,1004.49,224,25,352,7.9
Salem,2020,Summer,8545,31291,3.66,31.20467391,38.67706522,24.7748913,49.97195652,59.85,2087.61,224,25,352,7.9
Salem,2020,Winter,20065,85591,4.27,24.70791209,32.20571429,18.73252747,70.2589011,78.15,1628.67,224,25,352,7.9
Salem,2021,Autumn,399,1630,4.09,24.78557377,28.31032787,21.9547541,87.28918033,434.93,823.4,224,25,352,7.9
Salem,2021,Summer,7669,42503,5.54,29.0823913,36.30358696,23.05130435,60.08130435,261.11,2078.06,224,25,352,7.9
Salem,2021,Winter,17660,75784,4.29,23.35388889,30.01455556,18.01811111,77.26788889,116.53,1550.98,224,25,352,7.9
Salem,2022,Autumn,445,1714,3.85,24.5452459,29.30721311,20.60836066,82.16065574,264.99,915.54,224,25,352,7.9
Salem,2022,Summer,6072,23717,3.91,29.21532609,36.47858696,23.14130435,60.13086957,217.51,1938.5,224,25,352,7.9
Salem,2022,Winter,17782,74552,4.19,24.10044444,30.83655556,18.857,75.25177778,85.33,1548.13,224,25,352,7.9
Sivaganga,2010,Kharif,83927,188417,2.25,29.35122951,34.6157377,25.13311475,64.7097541,316.6,2409.52,137.5,25.125,293.37,6.425
Sivaganga,2011,Kharif,83781,310176,3.7,30.0504918,35.86893443,25.37098361,59.17672131,205.52,2572.46,137.5,25.125,293.37,6.425
Sivaganga,2012,Kharif,70632,130306,1.84,30.25713115,35.84811475,25.63114754,59.42098361,188.92,2587.11,137.5,25.125,293.37,6.425
Sivaganga,2013,Kharif,65447,46084,0.7,29.94319672,35.39286885,25.59122951,59.45672131,193.64,2423.81,137.5,25.125,293.37,6.425
Sivaganga,2014,Kharif,65087,224876,3.46,30.09590164,35.65491803,25.66163934,61.39319672,201.02,2612.05,137.5,25.125,293.37,6.425
Sivaganga,2015,Kharif,67207,189480,2.82,29.53778689,34.9454918,25.10639344,66.25754098,272.69,2607.26,137.5,25.125,293.37,6.425
Sivaganga,2016,Kharif,65207,42855,0.66,30.12647541,35.78163934,25.42491803,60.65991803,170.33,2567.08,137.5,25.125,293.37,6.425
Sivaganga,2017,Autumn,42,162,3.86,26.99327869,30.86360656,23.97672131,80.77704918,258.64,1019.79,126,31.31,333,7.3
Sivaganga,2017,Summer,130,581,4.47,30.91119565,37.02652174,26.21913043,61.15532609,90.78,2027.75,126,31.31,333,7.3
Sivaganga,2017,Winter,71978,63773,0.89,25.51511111,31.67755556,20.64388889,71.71722222,107.01,1714.17,126,31.31,333,7.3
Sivaganga,2018,Autumn,20,84,4.2,26.60065574,30.69131148,23.44672131,81.13,347.08,973.21,126,31.31,333,7.3
Sivaganga,2018,Summer,477,1999,4.19,29.91771739,35.45619565,25.62119565,65.91630435,142.89,1972.57,126,31.31,333,7.3
Sivaganga,2018,Winter,62995,39200,0.62,25.54044444,31.54911111,20.91977778,73.74644444,44.75,1698.43,126,31.31,333,7.3
Sivaganga,2019,Autumn,131,537,4.1,26.50409836,29.67836066,24.01459016,85.73508197,514.58,1035.37,126,31.31,333,7.3
Sivaganga,2019,Summer,817,3512,4.3,31.7475,38.32956522,26.80163043,56.63663043,26.18,2123.28,126,31.31,333,7.3
Sivaganga,2019,Winter,69423,184267,2.65,25.955,31.74322222,21.51688889,74.801,131.63,1615.59,126,31.31,333,7.3
Sivaganga,2020,Autumn,71,309,4.35,27.18918033,31.39393443,23.87868852,79.22590164,357.17,1063.72,135.5,35.66,347.5,6.5
Sivaganga,2020,Summer,1107,4562,4.12,30.81423913,36.82097826,26.23282609,61.42467391,98.52,2055.44,135.5,35.66,347.5,6.5
Sivaganga,2020,Winter,76739,190659,2.48,25.37791209,30.3578022,21.46032967,79.55879121,277.26,1656.46,135.5,35.66,347.5,6.5
Sivaganga,2021,Autumn,742,3030,4.08,26.33442623,29.39803279,23.94147541,86.92803279,605.14,915.65,135.5,35.66,347.5,6.5
Sivaganga,2021,Summer,1375,5490,3.99,29.32532609,34.8173913,24.98369565,68.51869565,102.78,2053.87,135.5,35.66,347.5,6.5
Sivaganga,2021,Winter,81924,218729,2.67,24.28866667,28.55466667,20.88433333,85.979,300.15,1666.67,135.5,35.66,347.5,6.5
Sivaganga,2022,Autumn,1047,4031,3.85,26.13344262,29.90311475,23.05557377,82.53672131,376.15,978.26,135.5,35.66,347.5,6.5
Sivaganga,2022,Summer,991,3940,3.98,29.66152174,35.3951087,25.1301087,67.03228261,179.71,1990.75,135.5,35.66,347.5,6.5
Sivaganga,2022,Winter,80348,205864,2.56,25.10933333,29.77611111,21.49877778,82.04011111,316.18,1624.54,135.5,35.66,347.5,6.5
Thanjavur,2010,Kharif,166209,476793,2.87,29.06606557,34.01729508,25.11778689,68.63778689,407.26,2393.25,118.676,67.78,115.55,6.9
Thanjavur,2011,Kharif,180859,722576,4,29.99344262,35.52508197,25.52819672,61.2542623,292.31,2545.79,118.676,67.78,115.55,6.9
Thanjavur,2012,Kharif,146959,431121,2.93,29.96377049,35.19942623,25.6492623,62.54180328,296.2,2555.76,118.676,67.78,115.55,6.9
Thanjavur,2013,Kharif,167289,831483,4.97,29.61721311,34.79172131,25.47991803,63.85655738,329.38,2411.42,118.676,67.78,115.55,6.9
Thanjavur,2014,Kharif,177756,696193,3.92,30.26385246,35.61688525,25.99983607,62.18295082,227.48,2543.75,118.676,67.78,115.55,6.9
Thanjavur,2015,Kharif,177426,636999,3.59,30.035,35.34327869,25.72286885,64.87245902,265,2592.85,118.676,67.78,115.55,6.9
Thanjavur,2016,Kharif,147193,410117,2.79,29.81008197,35.15754098,25.43836066,64.74385246,270.84,2519.82,118.676,67.78,115.55,6.9
Thanjavur,2017,Autumn,33386,118353,3.54,26.89147541,30.39819672,24.15016393,83.48491803,471.22,907.7,140,92.3,170,7
Thanjavur,2017,Summer,13538,59148,4.37,30.91663043,37.19630435,26.09184783,62.48206522,86.88,2040.47,140,92.3,170,7
Thanjavur,2017,Winter,123773,491007,3.97,25.01066667,30.64266667,20.77366667,74.55033333,176.71,1646.2,140,92.3,170,7
Thanjavur,2018,Autumn,41900,168773,4.03,26.44262295,30.25803279,23.53901639,83.2357377,441.29,884.86,140,92.3,170,7
Thanjavur,2018,Summer,15466,59252,3.83,30.05423913,35.88793478,25.56032609,66.0776087,96.23,1986.21,140,92.3,170,7
Thanjavur,2018,Winter,128219,455399,3.55,24.39722222,29.59566667,20.49311111,80.79677778,73.81,1622.61,140,92.3,170,7
Thanjavur,2019,Autumn,37085,139259,3.76,26.55836066,29.65327869,24.2104918,86.76721311,474.48,1001.87,140,92.3,170,7
Thanjavur,2019,Summer,20044,81310,4.06,31.58413043,38.46413043,26.39282609,59.19021739,27.77,2141.34,140,92.3,170,7
Thanjavur,2019,Winter,135102,494543,3.66,25.44188889,30.74955556,21.52944444,77.48211111,138.38,1609.81,140,92.3,170,7
Thanjavur,2020,Autumn,59272,242403,4.09,27.00327869,31.00081967,23.88131148,81.37442623,342.2,989.86,109,31.25,155.12,7.1
Thanjavur,2020,Summer,18186,76110,4.19,31.11565217,37.56793478,26.25673913,60.78956522,49.59,2080.31,109,31.25,155.12,7.1
Thanjavur,2020,Winter,136338,285926,2.1,25.11230769,29.74461538,21.65120879,80.7789011,384.66,1581.7,109,31.25,155.12,7.1
Thanjavur,2021,Autumn,66260,282766,4.27,26.35672131,29.00147541,24.2895082,88.79180328,854.31,832.93,109,31.25,155.12,7.1
Thanjavur,2021,Summer,12453,44425,3.57,29.56152174,35.30576087,25.13576087,68.48358696,97.2,2055.96,109,31.25,155.12,7.1
Thanjavur,2021,Winter,140009,546939,3.91,24.25744444,28.29355556,21.13244444,86.18155556,270.71,1556.48,109,31.25,155.12,7.1
Thanjavur,2022,Autumn,72005,276157,3.84,26.23868852,29.95688525,23.34819672,83.68180328,363.55,902.44,109,31.25,155.12,7.1
Thanjavur,2022,Summer,16975,54972,3.24,29.91108696,35.75130435,25.37847826,67.2201087,164.45,1965.16,109,31.25,155.12,7.1
Thanjavur,2022,Winter,136857,506478,3.7,24.80577778,29.19411111,21.58877778,83.91,231.69,1525.26,109,31.25,155.12,7.1
The nilgiris,2010,Kharif,392,1400,3.57,22.7602459,27.29081967,19.60196721,83.50278689,537,1900.48,15.5,50.951,121.3,5.328
The nilgiris,2011,Kharif,399,1646,4.13,22.76040984,27.70286885,19.41754098,81.37721311,438.56,1874.75,15.5,50.951,121.3,5.328
The nilgiris,2012,Kharif,289,1148,3.97,23.42270492,29.00827869,19.74590164,77.86565574,320.96,2038.6,15.5,50.951,121.3,5.328
The nilgiris,2013,Kharif,328,1420,4.33,22.51262295,26.94163934,19.51147541,83.46204918,563.9,1808.88,15.5,50.951,121.3,5.328
The nilgiris,2014,Kharif,32,150,4.69,23.00696721,27.40295082,19.93606557,83.48672131,561.5,2027.26,15.5,50.951,121.3,5.328
The nilgiris,2015,Kharif,318,1418,4.46,24.03680328,29.54598361,20.22090164,77.16254098,270.68,2167.96,15.5,50.951,121.3,5.328
The nilgiris,2016,Kharif,243,1043,4.29,23.49467213,28.93737705,19.76983607,78.22032787,288.2,2001.65,15.5,50.951,121.3,5.328
The nilgiris,2017,Autumn,239,921,3.85,22.18688525,26.55393443,18.7842623,86.18360656,185.74,953.94,276.6,65,296,5.6
The nilgiris,2018,Autumn,207,888,4.29,22.57672131,27.97393443,18.40606557,78.8195082,205.41,1087.38,276.6,65,296,5.6
The nilgiris,2019,Autumn,170,698,4.11,22.1842623,26.07393443,19.16704918,88.74229508,326.22,1000,276.6,65,296,5.6
The nilgiris,2020,Autumn,180,782,4.34,22.25,27.00540984,18.61360656,84.50311475,253.01,1023.44,211,18,261,6.4
The nilgiris,2021,Autumn,159,649,4.08,22.09163934,25.60213115,19.45213115,89.6342623,480.67,810.01,211,18,261,6.4
The nilgiris,2022,Autumn,91,349,3.84,21.82540984,26.34967213,18.31901639,85.20885246,248.34,936.78,211,18,261,6.4
Theni,2010,Kharif,15355,74010,4.82,23.78319672,29.05836066,20.06745902,76.36606557,412.62,2234.85,133.71,12.33,282.5,7.593
Theni,2011,Kharif,14735,79132,5.37,23.87622951,29.6452459,19.78352459,73.35795082,325.72,2317.13,133.71,12.33,282.5,7.593
Theni,2012,Kharif,10321,47635,4.62,24.3702459,30.32696721,20.16860656,72.26401639,249.66,2404.04,133.71,12.33,282.5,7.593
Theni,2013,Kharif,12499,50813,4.07,23.60483607,28.7292623,20.0345082,75.63065574,385.42,2232.09,133.71,12.33,282.5,7.593
Theni,2014,Kharif,13842,71903,5.19,24.15008197,29.3645082,20.54155738,75.52745902,367.9,2409.26,133.71,12.33,282.5,7.593
Theni,2015,Kharif,14631,79374,5.43,24.35106557,29.81967213,20.33508197,75.53918033,364.62,2483.05,133.71,12.33,282.5,7.593
Theni,2016,Kharif,6210,37442,6.03,24.105,29.7002459,20.1845082,74.31737705,322.5,2407.76,133.71,12.33,282.5,7.593
Theni,2017,Autumn,1475,8036,5.45,22.63016393,26.56540984,19.54590164,86.23852459,291.66,988.63,175,15,240,7.72
Theni,2017,Summer,311,1390,4.47,26.93369565,33.6601087,21.50315217,62.74521739,225.69,2011,175,15,240,7.72
Theni,2017,Winter,5269,27831,5.28,21.903,28.82477778,16.524,69.06,77.28,1700.5,175,15,240,7.72
Theni,2018,Autumn,4039,23824,5.9,22.65508197,26.93327869,19.28786885,83.57065574,299.8,991.92,175,15,240,7.72
Theni,2018,Summer,3794,15887,4.19,26.1848913,32.47380435,21.21228261,65.50847826,232.31,1964.07,175,15,240,7.72
Theni,2018,Winter,5668,30431,5.37,22.00133333,28.49211111,16.92344444,71.99877778,31.65,1681.03,175,15,240,7.72
Theni,2019,Autumn,641,2633,4.11,22.73770492,26.39032787,19.89590164,88.19016393,440.65,1014.32,175,15,240,7.72
Theni,2019,Summer,1671,7191,4.3,28.21728261,35.56369565,22.15804348,54.38891304,111.48,2126.41,175,15,240,7.72
Theni,2019,Winter,6618,26844,4.06,22.47588889,29.08988889,17.40411111,72.81477778,58.97,1633.87,175,15,240,7.72
Theni,2020,Autumn,2388,10408,4.36,22.63934426,27.00016393,19.29491803,85.06196721,539.84,1026.45,182.5,13,250,7.52
Theni,2020,Summer,1955,8056,4.12,27.18108696,33.99608696,21.7173913,61.05641304,127.07,2018.61,182.5,13,250,7.52
Theni,2020,Winter,5934,25278,4.26,21.79945055,27.58131868,17.36384615,79.43472527,133.19,1618.8,182.5,13,250,7.52
Theni,2021,Autumn,5223,21335,4.08,22.4757377,25.9857377,19.77311475,89.23983607,576.08,863.26,182.5,13,250,7.52
Theni,2021,Summer,1672,6679,3.99,25.22347826,31.49641304,20.37358696,70.46978261,236.62,2009.85,182.5,13,250,7.52
Theni,2021,Winter,6407,24380,3.81,20.744,25.47988889,17.02011111,85.41788889,278.94,1557.83,182.5,13,250,7.52
Theni,2022,Autumn,5380,20705,3.85,22.2147541,26.26967213,18.94639344,85.71508197,377.67,937.13,182.5,13,250,7.52
Theni,2022,Summer,3570,14190,3.97,25.5351087,32.01304348,20.38271739,69.12163043,307.49,1862.64,182.5,13,250,7.52
Theni,2022,Winter,4098,13660,3.33,21.53677778,26.70533333,17.50177778,82.37122222,128.39,1565.93,182.5,13,250,7.52
Thenkasi,2020,Autumn,2247,9508,4.23,25.23508197,29.62786885,21.90590164,84.83098361,363.06,1075.77,151,17.9,419,7.53
Thenkasi,2020,Summer,14746,59132,4.01,29.43304348,35.9523913,24.37130435,64.16402174,189.65,1913.07,151,17.9,419,7.53
Thenkasi,2020,Winter,18158,67766,3.73,24.55681319,30.36230769,19.82285714,79.12340659,117.7,1656.67,151,17.9,419,7.53
Thenkasi,2021,Autumn,8961,34193,3.82,24.8047541,28.19360656,22.23,89.6842623,754.52,879.85,151,17.9,419,7.53
Thenkasi,2021,Summer,12775,36231,2.84,27.15956522,32.9448913,22.72173913,75.71597826,354.95,1869.05,151,17.9,419,7.53
Thenkasi,2021,Winter,24783,100524,4.06,23.19711111,27.94322222,19.19555556,86.37988889,543.59,1631.71,151,17.9,419,7.53
Thenkasi,2022,Autumn,4113,16460,4,24.96131148,29.36065574,21.65147541,84.0604918,327.22,1017.69,151,17.9,419,7.53
Thenkasi,2022,Summer,9653,35679,3.7,27.82978261,34.02152174,23.17782609,71.80565217,276.71,1854.83,151,17.9,419,7.53
Thenkasi,2022,Winter,21994,81739,3.72,24.52011111,30.03455556,20.01922222,80.23244444,154.31,1597.34,151,17.9,419,7.53
Thiruvallur,2010,Kharif,83219,250210,3.01,28.6492623,32.48795082,25.57942623,75.26016393,527.12,2191.18,94.56,47,191,7
Thiruvallur,2011,Kharif,79219,313044,3.95,29.47991803,33.97442623,25.90229508,68.32295082,496.18,2389.68,94.56,47,191,7
Thiruvallur,2012,Kharif,78337,300455,3.84,29.54262295,33.9492623,26.05483607,67.60368852,384.15,2383.64,94.56,47,191,7
Thiruvallur,2013,Kharif,95827,451522,4.71,28.68516393,32.83442623,25.27311475,72.60729508,570.75,2186.53,94.56,47,191,7
Thiruvallur,2014,Kharif,96348,426203,4.42,29.5652459,33.97967213,26.03598361,69.52647541,462.84,2341.94,94.56,47,191,7
Thiruvallur,2015,Kharif,101396,333203,3.29,29.69418033,34.03311475,26.21409836,69.8907377,417.52,2409.36,94.56,47,191,7
Thiruvallur,2016,Kharif,96967,297131,3.06,29.12336066,33.40639344,25.59155738,71.70106557,418.33,2262.71,94.56,47,191,7
Thiruvallur,2017,Autumn,24842,106696,4.29,26.74442623,29.23901639,24.78704918,84.32344262,587.71,888.26,112.5,40,225,6.7
Thiruvallur,2017,Summer,24769,105665,4.27,30.88097826,36.79271739,26.51923913,62.52934783,21.76,2077.09,112.5,40,225,6.7
Thiruvallur,2017,Winter,52998,200491,3.78,24.70722222,29.39566667,21.20577778,73.33633333,49.91,1643.86,112.5,40,225,6.7
Thiruvallur,2018,Autumn,24583,108888,4.43,26.95540984,30.42147541,24.38491803,78.15032787,353.41,1045.03,112.5,40,225,6.7
Thiruvallur,2018,Summer,16354,66895,4.09,30.0273913,35.43119565,25.97706522,65.92445652,43.75,2106.79,112.5,40,225,6.7
Thiruvallur,2018,Winter,47936,205095,4.28,24.46922222,28.86955556,21.22522222,76.23122222,66.95,1634.54,112.5,40,225,6.7
Thiruvallur,2019,Autumn,18297,90737,4.96,26.87983607,29.38967213,24.87032787,83.54704918,398.01,976.44,112.5,40,225,6.7
Thiruvallur,2019,Summer,26745,121916,4.56,30.8725,36.77423913,26.46967391,63.34608696,14.36,2174.21,112.5,40,225,6.7
Thiruvallur,2019,Winter,51567,207074,4.02,25.21977778,29.60422222,22.06344444,75.12944444,138.74,1536.9,112.5,40,225,6.7
Thiruvallur,2020,Autumn,22911,105181,4.59,26.86885246,29.66245902,24.47081967,82.87967213,611.5,910.44,203,25,130,6.6
Thiruvallur,2020,Summer,26676,106407,3.99,30.16695652,35.63141304,26.06097826,65.87836957,138.31,2151.02,203,25,130,6.6
Thiruvallur,2020,Winter,51524,194071,3.77,25.08791209,28.90098901,22.30043956,76.70065934,246.62,1578.08,203,25,130,6.6
Thiruvallur,2021,Autumn,24974,102275,4.1,26.81983607,28.90065574,25.13311475,86.66,953.52,784.11,203,25,130,6.6
Thiruvallur,2021,Summer,25405,98347,3.87,29.54445652,34.85195652,25.60304348,68.07793478,77.28,2118.86,203,25,130,6.6
Thiruvallur,2021,Winter,53333,149590,2.8,24.55266667,28.10911111,21.83433333,79.55755556,276.86,1537.08,203,25,130,6.6
Thiruvallur,2022,Autumn,25203,106850,4.24,26.27967213,29.04983607,24.16377049,82.74491803,509,874.49,203,25,130,6.6
Thiruvallur,2022,Summer,25017,99578,3.98,29.72706522,34.96326087,25.80847826,68.3648913,79.77,1989.82,203,25,130,6.6
Thiruvallur,2022,Winter,51387,177851,3.46,24.86511111,28.42166667,22.18555556,80.44555556,241.1,1497.98,203,25,130,6.6
Thiruvarur,2010,Kharif,160237,285589,1.78,29.06606557,34.01729508,25.11778689,68.63778689,407.26,2393.25,64.2,13.202,172.3,7.22
Thiruvarur,2011,Kharif,186307,789997,4.24,29.99344262,35.52508197,25.52819672,61.2542623,292.31,2545.79,64.2,13.202,172.3,7.22
Thiruvarur,2012,Kharif,158904,192843,1.21,29.96377049,35.19942623,25.6492623,62.54180328,296.2,2555.76,64.2,13.202,172.3,7.22
Thiruvarur,2013,Kharif,174366,820538,4.71,29.61721311,34.79172131,25.47991803,63.85655738,329.38,2411.42,64.2,13.202,172.3,7.22
Thiruvarur,2014,Kharif,192615,852925,4.43,30.26385246,35.61688525,25.99983607,62.18295082,227.48,2543.75,64.2,13.202,172.3,7.22
Thiruvarur,2015,Kharif,194743,666958,3.42,30.035,35.34327869,25.72286885,64.87245902,265,2592.85,64.2,13.202,172.3,7.22
Thiruvarur,2016,Kharif,186958,332913,1.78,29.81008197,35.15754098,25.43836066,64.74385246,270.84,2519.82,64.2,13.202,172.3,7.22
Thiruvarur,2017,Autumn,23521,102199,4.35,26.89147541,30.39819672,24.15016393,83.48491803,471.22,907.7,175,51.1,273,6.82
Thiruvarur,2017,Summer,10043,35110,3.5,30.91663043,37.19630435,26.09184783,62.48206522,86.88,2040.47,175,51.1,273,6.82
Thiruvarur,2017,Winter,147435,562612,3.82,25.01066667,30.64266667,20.77366667,74.55033333,176.71,1646.2,175,51.1,273,6.82
Thiruvarur,2018,Autumn,28404,122812,4.32,26.44262295,30.25803279,23.53901639,83.2357377,441.29,884.86,175,51.1,273,6.82
Thiruvarur,2018,Summer,9966,36124,3.62,30.05423913,35.88793478,25.56032609,66.0776087,96.23,1986.21,175,51.1,273,6.82
Thiruvarur,2018,Winter,150339,497500,3.31,24.39722222,29.59566667,20.49311111,80.79677778,73.81,1622.61,175,51.1,273,6.82
Thiruvarur,2019,Autumn,22685,89389,3.94,26.55836066,29.65327869,24.2104918,86.76721311,474.48,1001.87,175,51.1,273,6.82
Thiruvarur,2019,Summer,9738,42283,4.34,31.58413043,38.46413043,26.39282609,59.19021739,27.77,2141.34,175,51.1,273,6.82
Thiruvarur,2019,Winter,148477,527607,3.55,25.44188889,30.74955556,21.52944444,77.48211111,138.38,1609.81,175,51.1,273,6.82
Thiruvarur,2020,Autumn,38765,156529,4.04,27.00327869,31.00081967,23.88131148,81.37442623,342.2,989.86,135,18.27,304.7,6.7
Thiruvarur,2020,Summer,8720,27953,3.21,31.11565217,37.56793478,26.25673913,60.78956522,49.59,2080.31,135,18.27,304.7,6.7
Thiruvarur,2020,Winter,147374,365289,2.48,25.11230769,29.74461538,21.65120879,80.7789011,384.66,1581.7,135,18.27,304.7,6.7
Thiruvarur,2021,Autumn,54943,230302,4.19,26.35672131,29.00147541,24.2895082,88.79180328,854.31,832.93,135,18.27,304.7,6.7
Thiruvarur,2021,Summer,3531,12996,3.68,29.56152174,35.30576087,25.13576087,68.48358696,97.2,2055.96,135,18.27,304.7,6.7
Thiruvarur,2021,Winter,147321,509773,3.46,24.25744444,28.29355556,21.13244444,86.18155556,270.71,1556.48,135,18.27,304.7,6.7
Thiruvarur,2022,Autumn,61589,224225,3.64,26.23868852,29.95688525,23.34819672,83.68180328,363.55,902.44,135,18.27,304.7,6.7
Thiruvarur,2022,Summer,8202,26747,3.26,29.91108696,35.75130435,25.37847826,67.2201087,164.45,1965.16,135,18.27,304.7,6.7
Thiruvarur,2022,Winter,148318,486521,3.28,24.80577778,29.19411111,21.58877778,83.91,231.69,1525.26,135,18.27,304.7,6.7
Thoothukudi,2010,Kharif,20007,89442,4.47,28.82795082,33.9007377,25.24131148,68.7892623,192.01,2475.77,75,33,661,8
Thoothukudi,2011,Kharif,17678,85771,4.85,29.19040984,34.65827869,25.2857377,65.65418033,83.78,2641.33,75,33,661,8
Thoothukudi,2012,Kharif,6234,24375,3.91,29.4757377,34.90893443,25.6254918,65.38590164,68.08,2636.71,75,33,661,8
Thoothukudi,2013,Kharif,11730,55451,4.73,28.64008197,33.62106557,25.19868852,68.79721311,106.88,2458.01,75,33,661,8
Thoothukudi,2014,Kharif,16281,84111,5.17,29.00081967,33.9957377,25.51196721,69.4757377,141.27,2657.24,75,33,661,8
Thoothukudi,2015,Kharif,18556,74558,4.02,28.83655738,33.63229508,25.3902459,72.53754098,206.59,2621.64,75,33,661,8
Thoothukudi,2016,Kharif,4808,15683,3.26,29.19672131,34.69213115,25.29459016,67.6047541,110.59,2615.21,75,33,661,8
Thoothukudi,2017,Autumn,327,722,2.21,27.20983607,30.93081967,24.41622951,81.03032787,370.55,1045.46,130,26,664,8.09
Thoothukudi,2017,Summer,9611,42942,4.47,30.795,36.5076087,26.47923913,63.08902174,88.93,2027.66,130,26,664,8.09
Thoothukudi,2017,Winter,3748,17286,4.61,26.24211111,31.66411111,21.757,71.64577778,122.87,1724.29,130,26,664,8.09
